,path,emotion
381,data/training\Actor_05\259_05_02_01_01_dogs-sitting_negative.wav,negative
382,data/training\Actor_05\260_05_02_01_01_dogs-sitting_negative.wav,negative
383,data/training\Actor_05\261_05_02_01_01_kids-talking_negative.wav,negative
384,data/training\Actor_05\262_05_02_01_01_kids-talking_negative.wav,negative
385,data/training\Actor_05\263_05_02_01_02_dogs-sitting_negative.wav,negative
386,data/training\Actor_05\264_05_02_01_02_dogs-sitting_negative.wav,negative
387,data/training\Actor_05\265_05_02_01_02_kids-talking_negative.wav,negative
388,data/training\Actor_05\266_05_02_01_02_kids-talking_negative.wav,negative
389,data/training\Actor_05\267_05_02_02_01_dogs-sitting_negative.wav,negative
390,data/training\Actor_05\268_05_02_02_01_dogs-sitting_negative.wav,negative
391,data/training\Actor_05\270_05_02_02_01_kids-talking_negative.wav,negative
392,data/training\Actor_05\271_05_02_02_01_kids-talking_negative.wav,negative
393,data/training\Actor_05\272_05_02_02_02_dogs-sitting_negative.wav,negative
394,data/training\Actor_05\273_05_02_02_02_dogs-sitting_negative.wav,negative
395,data/training\Actor_05\274_05_02_02_02_kids-talking_negative.wav,negative
396,data/training\Actor_05\275_05_02_02_02_kids-talking_negative.wav,negative
397,data/training\Actor_06\03-02-04-01-01-01-06_negative.wav,negative
398,data/training\Actor_06\03-02-04-01-01-02-06_negative.wav,negative
399,data/training\Actor_06\03-02-04-01-02-01-06_negative.wav,negative
400,data/training\Actor_06\03-02-04-01-02-02-06_negative.wav,negative
401,data/training\Actor_06\03-02-04-02-01-01-06_negative.wav,negative
402,data/training\Actor_06\03-02-04-02-01-02-06_negative.wav,negative
403,data/training\Actor_06\03-02-04-02-02-01-06_negative.wav,negative
404,data/training\Actor_06\03-02-04-02-02-02-06_negative.wav,negative
405,data/training\Actor_06\03-02-05-01-01-01-06_negative.wav,negative
406,data/training\Actor_06\03-02-05-01-01-02-06_negative.wav,negative
407,data/training\Actor_06\03-02-05-01-02-01-06_negative.wav,negative
408,data/training\Actor_06\03-02-05-01-02-02-06_negative.wav,negative
409,data/training\Actor_06\03-02-05-02-01-01-06_negative.wav,negative
410,data/training\Actor_06\03-02-05-02-01-02-06_negative.wav,negative
411,data/training\Actor_06\03-02-05-02-02-01-06_negative.wav,negative
412,data/training\Actor_06\03-02-05-02-02-02-06_negative.wav,negative
413,data/training\Actor_06\03-02-06-01-01-01-06_negative.wav,negative
414,data/training\Actor_06\03-02-06-01-01-02-06_negative.wav,negative
415,data/training\Actor_06\03-02-06-01-02-01-06_negative.wav,negative
416,data/training\Actor_06\03-02-06-01-02-02-06_negative.wav,negative
417,data/training\Actor_06\03-02-06-02-01-01-06_negative.wav,negative
418,data/training\Actor_06\03-02-06-02-01-02-06_negative.wav,negative
419,data/training\Actor_06\03-02-06-02-02-01-06_negative.wav,negative
420,data/training\Actor_06\03-02-06-02-02-02-06_negative.wav,negative
421,data/training\Actor_06\06_01_01_01_dogs-sitting_negative.wav,negative
422,data/training\Actor_06\06_01_01_01_kids-talking_negative.wav,negative
423,data/training\Actor_06\06_01_01_02_dogs-sitting_negative.wav,negative
424,data/training\Actor_06\06_01_01_02_kids-talking_negative.wav,negative
425,data/training\Actor_06\06_01_02_01_dogs-sitting_negative.wav,negative
426,data/training\Actor_06\06_01_02_01_kids-talking_negative.wav,negative
427,data/training\Actor_06\06_01_02_02_dogs-sitting_negative.wav,negative
428,data/training\Actor_06\06_01_02_02_kids-talking_negative.wav,negative
429,data/training\Actor_06\06_02_01_01_dogs-sitting_negative.wav,negative
430,data/training\Actor_06\06_02_01_01_kids-talking_negative.wav,negative
431,data/training\Actor_06\06_02_01_02_dogs-sitting_negative.wav,negative
432,data/training\Actor_06\06_02_01_02_kids-talking_negative.wav,negative
433,data/training\Actor_06\06_02_02_01_dogs-sitting_negative.wav,negative
434,data/training\Actor_06\06_02_02_01_kids-talking_negative.wav,negative
435,data/training\Actor_06\06_02_02_02_dogs-sitting_negative.wav,negative
436,data/training\Actor_06\06_02_02_02_kids-talking_negative.wav,negative
437,data/training\Actor_06\277_06_01_01_01_dogs-sitting_negative.wav,negative
438,data/training\Actor_06\278_06_01_01_01_dogs-sitting_negative.wav,negative
439,data/training\Actor_06\280_06_01_01_01_dogs-sitting_negative.wav,negative
440,data/training\Actor_06\281_06_01_01_01_kids-talking_negative.wav,negative
441,data/training\Actor_06\282_06_01_01_01_kids-talking_negative.wav,negative
442,data/training\Actor_06\284_06_01_01_01_kids-talking_negative.wav,negative
443,data/training\Actor_06\285_06_01_01_02_dogs-sitting_negative.wav,negative
444,data/training\Actor_06\286_06_01_01_02_dogs-sitting_negative.wav,negative
445,data/training\Actor_06\287_06_01_01_02_dogs-sitting_negative.wav,negative
446,data/training\Actor_06\288_06_01_01_02_kids-talking_negative.wav,negative
447,data/training\Actor_06\289_06_01_01_02_kids-talking_negative.wav,negative
448,data/training\Actor_06\291_06_01_01_02_kids-talking_negative.wav,negative
449,data/training\Actor_06\292_06_01_02_01_dogs-sitting_negative.wav,negative
450,data/training\Actor_06\293_06_01_02_01_dogs-sitting_negative.wav,negative
451,data/training\Actor_06\295_06_01_02_01_dogs-sitting_negative.wav,negative
452,data/training\Actor_06\296_06_01_02_01_kids-talking_negative.wav,negative
453,data/training\Actor_06\297_06_01_02_01_kids-talking_negative.wav,negative
454,data/training\Actor_06\299_06_01_02_01_kids-talking_negative.wav,negative
455,data/training\Actor_06\301_06_01_02_02_dogs-sitting_negative.wav,negative
456,data/training\Actor_06\302_06_01_02_02_dogs-sitting_negative.wav,negative
457,data/training\Actor_06\304_06_01_02_02_dogs-sitting_negative.wav,negative
458,data/training\Actor_06\306_06_01_02_02_kids-talking_negative.wav,negative
459,data/training\Actor_06\307_06_01_02_02_kids-talking_negative.wav,negative
460,data/training\Actor_06\309_06_01_02_02_kids-talking_negative.wav,negative
461,data/training\Actor_06\310_06_02_01_01_dogs-sitting_negative.wav,negative
462,data/training\Actor_06\311_06_02_01_01_dogs-sitting_negative.wav,negative
463,data/training\Actor_06\312_06_02_01_01_kids-talking_negative.wav,negative
464,data/training\Actor_06\313_06_02_01_01_kids-talking_negative.wav,negative
465,data/training\Actor_06\314_06_02_01_02_dogs-sitting_negative.wav,negative
466,data/training\Actor_06\315_06_02_01_02_dogs-sitting_negative.wav,negative
467,data/training\Actor_06\316_06_02_01_02_kids-talking_negative.wav,negative
468,data/training\Actor_06\317_06_02_01_02_kids-talking_negative.wav,negative
469,data/training\Actor_06\318_06_02_02_01_dogs-sitting_negative.wav,negative
470,data/training\Actor_06\319_06_02_02_01_dogs-sitting_negative.wav,negative
471,data/training\Actor_06\322_06_02_02_01_kids-talking_negative.wav,negative
472,data/training\Actor_06\323_06_02_02_01_kids-talking_negative.wav,negative
473,data/training\Actor_06\324_06_02_02_02_dogs-sitting_negative.wav,negative
474,data/training\Actor_06\325_06_02_02_02_dogs-sitting_negative.wav,negative
475,data/training\Actor_06\326_06_02_02_02_kids-talking_negative.wav,negative
476,data/training\Actor_06\327_06_02_02_02_kids-talking_negative.wav,negative
477,data/training\Actor_07\07_01_01_01_dogs-sitting_negative.wav,negative
478,data/training\Actor_07\07_01_01_01_kids-talking_negative.wav,negative
479,data/training\Actor_07\07_01_01_02_dogs-sitting_negative.wav,negative
480,data/training\Actor_07\07_01_01_02_kids-talking_negative.wav,negative
481,data/training\Actor_07\07_01_02_01_dogs-sitting_negative.wav,negative
482,data/training\Actor_07\07_01_02_01_kids-talking_negative.wav,negative
483,data/training\Actor_07\07_01_02_02_dogs-sitting_negative.wav,negative
484,data/training\Actor_07\07_01_02_02_kids-talking_negative.wav,negative
485,data/training\Actor_07\07_02_01_01_dogs-sitting_negative.wav,negative
486,data/training\Actor_07\07_02_01_01_kids-talking_negative.wav,negative
487,data/training\Actor_07\07_02_01_02_dogs-sitting_negative.wav,negative
488,data/training\Actor_07\07_02_01_02_kids-talking_negative.wav,negative
489,data/training\Actor_07\07_02_02_01_dogs-sitting_negative.wav,negative
490,data/training\Actor_07\07_02_02_01_kids-talking_negative.wav,negative
491,data/training\Actor_07\07_02_02_02_dogs-sitting_negative.wav,negative
492,data/training\Actor_07\07_02_02_02_kids-talking_negative.wav,negative
493,data/training\Actor_07\328_07_01_01_01_dogs-sitting_negative.wav,negative
494,data/training\Actor_07\329_07_01_01_01_dogs-sitting_negative.wav,negative
495,data/training\Actor_07\331_07_01_01_01_dogs-sitting_negative.wav,negative
496,data/training\Actor_07\333_07_01_01_01_kids-talking_negative.wav,negative
497,data/training\Actor_07\334_07_01_01_01_kids-talking_negative.wav,negative
498,data/training\Actor_07\336_07_01_01_01_kids-talking_negative.wav,negative
499,data/training\Actor_07\338_07_01_01_02_dogs-sitting_negative.wav,negative
500,data/training\Actor_07\339_07_01_01_02_dogs-sitting_negative.wav,negative
501,data/training\Actor_07\341_07_01_01_02_dogs-sitting_negative.wav,negative
502,data/training\Actor_07\342_07_01_01_02_kids-talking_negative.wav,negative
503,data/training\Actor_07\343_07_01_01_02_kids-talking_negative.wav,negative
504,data/training\Actor_07\345_07_01_01_02_kids-talking_negative.wav,negative
505,data/training\Actor_07\347_07_01_02_01_dogs-sitting_negative.wav,negative
506,data/training\Actor_07\348_07_01_02_01_dogs-sitting_negative.wav,negative
507,data/training\Actor_07\350_07_01_02_01_dogs-sitting_negative.wav,negative
508,data/training\Actor_07\352_07_01_02_01_kids-talking_negative.wav,negative
509,data/training\Actor_07\353_07_01_02_01_kids-talking_negative.wav,negative
510,data/training\Actor_07\355_07_01_02_01_kids-talking_negative.wav,negative
511,data/training\Actor_07\356_07_01_02_02_dogs-sitting_negative.wav,negative
512,data/training\Actor_07\357_07_01_02_02_dogs-sitting_negative.wav,negative
513,data/training\Actor_07\359_07_01_02_02_dogs-sitting_negative.wav,negative
514,data/training\Actor_07\362_07_01_02_02_kids-talking_negative.wav,negative
515,data/training\Actor_07\363_07_01_02_02_kids-talking_negative.wav,negative
516,data/training\Actor_07\365_07_01_02_02_kids-talking_negative.wav,negative
517,data/training\Actor_07\368_07_02_01_01_dogs-sitting_negative.wav,negative
518,data/training\Actor_07\369_07_02_01_01_dogs-sitting_negative.wav,negative
519,data/training\Actor_07\371_07_02_01_01_kids-talking_negative.wav,negative
520,data/training\Actor_07\372_07_02_01_01_kids-talking_negative.wav,negative
521,data/training\Actor_07\375_07_02_01_02_dogs-sitting_negative.wav,negative
522,data/training\Actor_07\376_07_02_01_02_dogs-sitting_negative.wav,negative
523,data/training\Actor_07\378_07_02_01_02_kids-talking_negative.wav,negative
524,data/training\Actor_07\379_07_02_01_02_kids-talking_negative.wav,negative
525,data/training\Actor_07\381_07_02_02_01_dogs-sitting_negative.wav,negative
526,data/training\Actor_07\382_07_02_02_01_dogs-sitting_negative.wav,negative
527,data/training\Actor_07\383_07_02_02_01_kids-talking_negative.wav,negative
528,data/training\Actor_07\384_07_02_02_01_kids-talking_negative.wav,negative
529,data/training\Actor_07\385_07_02_02_02_dogs-sitting_negative.wav,negative
530,data/training\Actor_07\386_07_02_02_02_dogs-sitting_negative.wav,negative
531,data/training\Actor_07\387_07_02_02_02_kids-talking_negative.wav,negative
532,data/training\Actor_07\388_07_02_02_02_kids-talking_negative.wav,negative
533,data/training\Actor_08\08_01_01_01_dogs-sitting_negative.wav,negative
534,data/training\Actor_08\08_01_01_01_kids-talking_negative.wav,negative
535,data/training\Actor_08\08_01_01_02_dogs-sitting_negative.wav,negative
536,data/training\Actor_08\08_01_01_02_kids-talking_negative.wav,negative
537,data/training\Actor_08\08_01_02_01_dogs-sitting_negative.wav,negative
538,data/training\Actor_08\08_01_02_01_kids-talking_negative.wav,negative
539,data/training\Actor_08\08_01_02_02_dogs-sitting_negative.wav,negative
540,data/training\Actor_08\08_01_02_02_kids-talking_negative.wav,negative
541,data/training\Actor_08\08_02_01_01_dogs-sitting_negative.wav,negative
542,data/training\Actor_08\08_02_01_01_kids-talking_negative.wav,negative
543,data/training\Actor_08\08_02_01_02_dogs-sitting_negative.wav,negative
544,data/training\Actor_08\08_02_01_02_kids-talking_negative.wav,negative
545,data/training\Actor_08\08_02_02_01_dogs-sitting_negative.wav,negative
546,data/training\Actor_08\08_02_02_01_kids-talking_negative.wav,negative
547,data/training\Actor_08\08_02_02_02_dogs-sitting_negative.wav,negative
548,data/training\Actor_08\08_02_02_02_kids-talking_negative.wav,negative
549,data/training\Actor_08\390_08_01_01_01_dogs-sitting_negative.wav,negative
550,data/training\Actor_08\391_08_01_01_01_dogs-sitting_negative.wav,negative
551,data/training\Actor_08\393_08_01_01_01_dogs-sitting_negative.wav,negative
552,data/training\Actor_08\395_08_01_01_01_kids-talking_negative.wav,negative
553,data/training\Actor_08\396_08_01_01_01_kids-talking_negative.wav,negative
554,data/training\Actor_08\398_08_01_01_01_kids-talking_negative.wav,negative
555,data/training\Actor_08\399_08_01_01_02_dogs-sitting_negative.wav,negative
556,data/training\Actor_08\400_08_01_01_02_dogs-sitting_negative.wav,negative
557,data/training\Actor_08\402_08_01_01_02_dogs-sitting_negative.wav,negative
558,data/training\Actor_08\403_08_01_01_02_kids-talking_negative.wav,negative
559,data/training\Actor_08\404_08_01_01_02_kids-talking_negative.wav,negative
560,data/training\Actor_08\406_08_01_01_02_kids-talking_negative.wav,negative
561,data/training\Actor_08\407_08_01_02_01_dogs-sitting_negative.wav,negative
562,data/training\Actor_08\408_08_01_02_01_dogs-sitting_negative.wav,negative
563,data/training\Actor_08\410_08_01_02_01_dogs-sitting_negative.wav,negative
564,data/training\Actor_08\411_08_01_02_01_kids-talking_negative.wav,negative
565,data/training\Actor_08\412_08_01_02_01_kids-talking_negative.wav,negative
566,data/training\Actor_08\414_08_01_02_01_kids-talking_negative.wav,negative
567,data/training\Actor_08\417_08_01_02_02_dogs-sitting_negative.wav,negative
568,data/training\Actor_08\418_08_01_02_02_dogs-sitting_negative.wav,negative
569,data/training\Actor_08\420_08_01_02_02_dogs-sitting_negative.wav,negative
570,data/training\Actor_08\422_08_01_02_02_kids-talking_negative.wav,negative
571,data/training\Actor_08\423_08_01_02_02_kids-talking_negative.wav,negative
572,data/training\Actor_08\425_08_01_02_02_kids-talking_negative.wav,negative
573,data/training\Actor_08\427_08_02_01_01_dogs-sitting_negative.wav,negative
574,data/training\Actor_08\428_08_02_01_01_dogs-sitting_negative.wav,negative
575,data/training\Actor_08\429_08_02_01_01_kids-talking_negative.wav,negative
576,data/training\Actor_08\430_08_02_01_01_kids-talking_negative.wav,negative
577,data/training\Actor_08\431_08_02_01_02_dogs-sitting_negative.wav,negative
578,data/training\Actor_08\432_08_02_01_02_dogs-sitting_negative.wav,negative
579,data/training\Actor_08\434_08_02_01_02_kids-talking_negative.wav,negative
580,data/training\Actor_08\435_08_02_01_02_kids-talking_negative.wav,negative
581,data/training\Actor_08\436_08_02_02_01_dogs-sitting_negative.wav,negative
582,data/training\Actor_08\437_08_02_02_01_dogs-sitting_negative.wav,negative
583,data/training\Actor_08\438_08_02_02_01_kids-talking_negative.wav,negative
584,data/training\Actor_08\439_08_02_02_01_kids-talking_negative.wav,negative
585,data/training\Actor_08\440_08_02_02_02_dogs-sitting_negative.wav,negative
586,data/training\Actor_08\441_08_02_02_02_dogs-sitting_negative.wav,negative
587,data/training\Actor_08\442_08_02_02_02_kids-talking_negative.wav,negative
588,data/training\Actor_08\443_08_02_02_02_kids-talking_negative.wav,negative
589,data/training\Actor_09\09_01_01_01_dogs-sitting_negative.wav,negative
590,data/training\Actor_09\09_01_01_01_kids-talking_negative.wav,negative
591,data/training\Actor_09\09_01_01_02_dogs-sitting_negative.wav,negative
592,data/training\Actor_09\09_01_01_02_kids-talking_negative.wav,negative
593,data/training\Actor_09\09_01_02_01_dogs-sitting_negative.wav,negative
594,data/training\Actor_09\09_01_02_01_kids-talking_negative.wav,negative
595,data/training\Actor_09\09_01_02_02_dogs-sitting_negative.wav,negative
596,data/training\Actor_09\09_01_02_02_kids-talking_negative.wav,negative
597,data/training\Actor_09\09_02_01_01_dogs-sitting_negative.wav,negative
598,data/training\Actor_09\09_02_01_01_kids-talking_negative.wav,negative
599,data/training\Actor_09\09_02_01_02_dogs-sitting_negative.wav,negative
600,data/training\Actor_09\09_02_01_02_kids-talking_negative.wav,negative
601,data/training\Actor_09\09_02_02_01_dogs-sitting_negative.wav,negative
